firm,indicator,category,pol,pay
E01131,脱炭素/温室効果ガス,nonfin,1,0
E01136,DOE,stock,1,0
E01136,EBITDA,acc,1,0
E01136,TSR,stock,0,1
E01136,エンゲージメント,nonfin,0,1
E01136,営業利益,acc,1,0
E01136,売上収益,acc,0,1
E01136,当期純利益,acc,0,1
E01136,非財務指標,nonfin,0,1
E01137,DOE,stock,1,0
E01137,ESG,nonfin,1,1
E01137,ESG外部評価,nonfin,1,0
E01137,ROE,ratio,1,0
E01137,ROIC,ratio,1,1
E01137,エンゲージメント,nonfin,0,1
E01137,サステナビリティ,nonfin,1,0
E01137,利益率,ratio,1,0
E01137,営業利益,acc,1,1
E01137,売上高,acc,1,1
E01137,当期純利益,acc,0,1
E01137,脱炭素/温室効果ガス,nonfin,1,1
E01137,配当性向,stock,1,0
E01138,ROE,ratio,0,1
E01138,ROIC,ratio,1,0
E01138,SDGs,nonfin,1,0
E01138,サステナビリティ,nonfin,1,1
E01138,利益率,ratio,1,0
E01138,営業利益,acc,1,1
E01138,当期純利益,acc,0,1
E01138,脱炭素/温室効果ガス,nonfin,1,1
E01139,PBR,stock,1,0
E01139,ROE,ratio,1,0
E01139,ROIC,ratio,1,1
E01139,エンゲージメント,nonfin,1,0
E01139,サステナビリティ,nonfin,1,0
E01139,営業利益,acc,1,1
E01139,売上高,acc,1,1
E01139,株主還元率,stock,1,0
E01139,経常利益,acc,1,0
E01139,配当性向,stock,1,0
E01139,非財務指標,nonfin,0,1
E01140,エンゲージメント,nonfin,1,0
E01140,サステナビリティ,nonfin,1,0
E01140,事業利益,acc,1,0
E01140,営業利益,acc,0,1
E01140,売上高,acc,0,1
E01140,経常利益,acc,0,1
E01140,脱炭素/温室効果ガス,nonfin,1,0
E01142,ESG,nonfin,1,0
E01142,サステナビリティ,nonfin,1,0
E01142,営業利益,acc,0,1
E01142,売上高,acc,1,0
E01142,時価総額,stock,0,1
E01142,経常利益,acc,0,1
E01142,脱炭素/温室効果ガス,nonfin,1,0
E01146,EBITDA,acc,1,0
E01146,ROE,ratio,1,0
E01146,ROIC,ratio,1,0
E01146,ROS,ratio,1,0
E01146,エンゲージメント,nonfin,0,1
E01146,サステナビリティ,nonfin,1,1
E01146,営業利益率,ratio,1,0
E01146,売上高,acc,0,1
E01146,経常利益,acc,0,1
E01146,脱炭素/温室効果ガス,nonfin,0,1
E01147,ESG,nonfin,1,0
E01147,ROE,ratio,1,0
E01147,経常利益,acc,0,1
E01147,経常利益率,ratio,1,0
E01147,脱炭素/温室効果ガス,nonfin,1,0
E01149,技術力強化,nonfin,1,0
E01149,経常利益,acc,0,1
E01151,ESG,nonfin,0,1
E01151,ROE,ratio,1,0
E01151,ROIC,ratio,1,0
E01151,サステナビリティ,nonfin,1,0
E01151,営業利益,acc,0,1
E01151,営業利益率,ratio,1,1
E01151,売上高,acc,1,0
E01151,脱炭素/温室効果ガス,nonfin,1,0
E01151,非財務指標,nonfin,0,1
E01152,ESG,nonfin,1,0
E01152,ROE,ratio,1,0
E01152,ROIC,ratio,1,1
E01152,キャッシュフロー,acc,1,0
E01152,リスクマネジメント,nonfin,1,0
E01152,営業利益,acc,0,1
E01152,脱炭素/温室効果ガス,nonfin,1,1
E01156,ESG,nonfin,1,0
E01156,ROA,ratio,1,0
E01156,ROE,ratio,1,0
E01156,サステナビリティ,nonfin,1,0
E01156,事業利益,acc,1,0
E01156,売上高,acc,1,0
E01156,当期純利益,acc,0,1
E01156,税引前利益,acc,0,1
E01156,経常利益,acc,1,0
E01156,脱炭素/温室効果ガス,nonfin,1,0
E01162,EBITDA,acc,1,0
E01162,ESG,nonfin,0,1
E01162,ROIC,ratio,1,1
E01162,ROS,ratio,0,1
E01162,サステナビリティ,nonfin,0,1
E01162,フリーキャッシュフロー,acc,0,1
E01162,営業利益,acc,1,0
E01162,売上高,acc,1,1
E01162,当期純利益,acc,1,0
E01163,エンゲージメント,nonfin,1,0
E01163,サステナビリティ,nonfin,1,0
E01163,営業利益,acc,0,1
E01164,ROE,ratio,0,1
E01164,サステナビリティ,nonfin,1,0
E01164,営業利益,acc,1,1
E01164,売上高,acc,1,0
E01164,当期純利益,acc,0,1
E01165,ROE,ratio,1,0
E01165,利益率,ratio,1,0
E01165,営業利益,acc,0,1
E01165,売上高,acc,1,1
E01165,当期純利益,acc,0,1
E01165,自己資本比率,ratio,1,0
E01165,配当性向,stock,1,0
E01166,PBR,stock,1,0
E01166,ROE,ratio,1,0
E01166,売上高,acc,1,0
E01166,経常利益,acc,0,1
E01170,ESG,nonfin,1,0
E01170,ROE,ratio,1,0
E01170,エンゲージメント,nonfin,0,1
E01170,営業利益,acc,1,1
E01170,売上高,acc,1,1
E01170,非財務指標,nonfin,0,1
E01173,ROE,ratio,1,0
E01173,サステナビリティ,nonfin,1,0
E01173,営業利益,acc,0,1
E01180,PBR,stock,1,0
E01180,ROE,ratio,1,0
E01180,ROS,ratio,1,0
E01180,利益率,ratio,1,0
E01180,営業利益,acc,1,1
E01180,営業利益率,ratio,1,0
E01180,売上高,acc,1,0
E01180,当期純利益,acc,1,0
E01180,経常利益,acc,1,0
E01180,配当性向,stock,1,0
E01182,DOE,stock,1,0
E01182,ROE,ratio,1,0
E01182,ROIC,ratio,1,0
E01182,定性評価,nonfin,1,0
E01182,当期純利益,acc,0,1
E01182,時価総額,stock,1,0
E01183,サステナビリティ,nonfin,1,0
E01183,営業利益,acc,1,1
E01183,営業利益率,ratio,1,0
E01183,売上高,acc,1,1
E01183,当期純利益,acc,0,1
E01188,EPS,acc,1,0
E01188,PBR,stock,1,0
E01188,ROE,ratio,1,0
E01188,営業利益率,ratio,1,1
E01188,売上高,acc,1,0
E01188,当期純利益率,ratio,1,0
E01190,DOE,stock,1,0
E01190,ROE,ratio,1,0
E01190,ROIC,ratio,1,0
E01190,サステナビリティ,nonfin,1,0
E01190,営業利益,acc,1,1
E01190,営業利益率,ratio,1,0
E01190,売上高,acc,1,0
E01190,当期純利益,acc,1,0
E01190,経常利益,acc,1,0
E01190,脱炭素/温室効果ガス,nonfin,1,0
E01195,ESG,nonfin,1,0
E01195,ROE,ratio,1,0
E01195,サステナビリティ,nonfin,1,0
E01195,営業利益,acc,1,0
E01195,営業利益率,ratio,1,0
E01195,売上高,acc,1,0
E01195,当期純利益,acc,0,1
E01200,ESG,nonfin,1,0
E01200,PBR,stock,1,0
E01200,ROE,ratio,1,0
E01200,サステナビリティ,nonfin,1,0
E01200,売上高,acc,0,1
E01200,株主還元率,stock,1,0
E01200,経常利益,acc,0,1
E01200,配当性向,stock,1,0
E01202,受注高,nonfin,1,0
E01202,経常利益,acc,0,1
E01202,自己資本比率,ratio,1,0
E01206,ESG,nonfin,1,0
E01206,サステナビリティ,nonfin,1,0
E01206,当期純利益,acc,0,1
E01206,経常利益,acc,0,1
E01206,脱炭素/温室効果ガス,nonfin,1,0
E01207,DOE,stock,1,0
E01207,EBITDA,acc,0,1
E01207,ESG,nonfin,1,0
E01207,ROE,ratio,0,1
E01207,サステナビリティ,nonfin,1,0
E01207,売上高,acc,0,1
E01207,当期純利益,acc,0,1
E01207,配当性向,stock,1,0
E01210,ESG,nonfin,1,0
E01210,SDGs,nonfin,1,0
E01210,営業利益率,ratio,1,1
E01211,ROIC,ratio,1,0
E01211,サステナビリティ,nonfin,1,0
E01211,営業利益,acc,1,0
E01211,営業利益率,ratio,1,0
E01211,売上高,acc,1,0
E01211,経常利益,acc,0,1
E01212,ROE,ratio,1,0
E01212,利益率,ratio,1,0
E01212,当期純利益,acc,0,1
E01223,ESG,nonfin,0,1
E01223,ESG外部評価,nonfin,0,1
E01223,ROE,ratio,1,1
E01223,エンゲージメント,nonfin,0,1
E01223,サステナビリティ,nonfin,1,0
E01223,営業利益,acc,1,1
E01223,売上高,acc,1,1
E01223,株価成長率,stock,0,1
E01223,脱炭素/温室効果ガス,nonfin,1,0
E01229,EBITDA,acc,1,0
E01229,ESG,nonfin,1,0
E01229,ROE,ratio,1,1
E01229,経常利益,acc,1,1
E01229,脱炭素/温室効果ガス,nonfin,1,0
E01229,販売数量,nonfin,1,0
E01229,配当性向,stock,0,1
E01230,EBITDA,acc,0,1
E01230,ESG,nonfin,1,0
E01230,ROA,ratio,0,1
E01230,ROE,ratio,1,1
E01230,営業利益,acc,1,1
E01230,女性管理職比率,nonfin,1,0
E01230,定性評価,nonfin,0,1
E01230,当期純利益,acc,0,1
E01230,脱炭素/温室効果ガス,nonfin,1,0
E01230,非財務目標,nonfin,1,0
E01231,ESG,nonfin,0,1
E01231,ESG外部評価,nonfin,0,1
E01231,ROIC,ratio,1,1
E01231,キャッシュフロー,acc,1,0
E01231,サステナビリティ,nonfin,1,0
E01231,当期純利益,acc,0,1
E01231,脱炭素/温室効果ガス,nonfin,1,0
E01231,配当性向,stock,0,1
E01231,非財務指標,nonfin,1,0
E01232,ROE,ratio,0,1
E01232,サステナビリティ,nonfin,1,1
E01232,営業利益,acc,0,1
E01232,売上高,acc,1,0
E01232,定性評価,nonfin,0,1
E01233,ESG,nonfin,0,1
E01233,PBR,stock,1,0
E01233,ROE,ratio,1,1
E01233,ROIC,ratio,1,0
E01233,TSR,stock,0,1
E01233,エンゲージメント,nonfin,0,1
E01233,営業利益,acc,1,1
E01233,売上高,acc,0,1
E01233,当期純利益,acc,0,1
E01233,脱炭素/温室効果ガス,nonfin,0,1
E01233,販売数量,nonfin,1,0
E01233,非財務指標,nonfin,0,1
E01234,ROE,ratio,1,0
E01234,サステナビリティ,nonfin,1,0
E01234,営業利益,acc,1,1
E01234,営業損益,acc,0,1
E01234,売上収益,acc,1,0
E01234,非財務指標,nonfin,0,1
E01235,サステナビリティ,nonfin,1,0
E01235,利益率,ratio,1,0
E01235,売上高,acc,1,0
E01235,経常利益,acc,1,1
E01239,DOE,stock,1,0
E01239,ESG,nonfin,1,0
E01239,PBR,stock,1,0
E01239,ROE,ratio,1,1
E01239,ROIC,ratio,1,0
E01239,エンゲージメント,nonfin,1,0
E01239,サステナビリティ,nonfin,1,0
E01239,営業利益,acc,1,1
E01239,当期純利益率,ratio,1,0
E01239,時価総額,stock,0,1
E01239,経常利益,acc,0,1
E01239,脱炭素/温室効果ガス,nonfin,1,0
E01239,配当性向,stock,1,0
E01242,D/Eレシオ,ratio,1,0
E01242,DOE,stock,1,0
E01242,EBITDA,acc,1,0
E01242,PBR,stock,1,0
E01242,ROE,ratio,1,0
E01242,営業利益,acc,0,1
E01242,売上高比,ratio,1,0
E01242,経常利益,acc,1,0
E01242,配当性向,stock,1,0
E01245,ROE,ratio,1,0
E01245,ROS,ratio,1,0
E01245,営業利益,acc,1,0
E01245,売上高,acc,1,0
E01245,経常利益,acc,0,1
E01247,ESG,nonfin,1,0
E01247,ROE,ratio,1,0
E01247,ROIC,ratio,1,0
E01247,サステナビリティ,nonfin,1,0
E01247,営業利益,acc,1,1
E01247,売上高,acc,1,0
E01247,販売数量,nonfin,1,0
E01247,配当性向,stock,1,0
E01251,DOE,stock,1,0
E01251,ROE,ratio,1,0
E01251,当期純利益,acc,0,1
E01251,時価総額,stock,1,0
E01251,経常利益,acc,1,0
E01251,脱炭素/温室効果ガス,nonfin,1,0
E01253,ROE,ratio,1,1
E01253,営業利益,acc,1,1
E01253,売上高,acc,1,1
E01253,経常利益,acc,0,1
E01253,脱炭素/温室効果ガス,nonfin,1,1
E01253,販売数量,nonfin,1,0
E01253,配当性向,stock,1,1
E01254,サステナビリティ,nonfin,1,0
E01254,当期純利益,acc,0,1
E01256,ROE,ratio,1,0
E01256,エンゲージメント,nonfin,1,0
E01256,サステナビリティ,nonfin,1,0
E01256,売上高,acc,1,0
E01256,経常利益,acc,1,1
E01256,脱炭素/温室効果ガス,nonfin,1,0
E01259,キャッシュフロー,acc,1,0
E01259,サステナビリティ,nonfin,1,0
E01259,売上高,acc,1,0
E01259,経常利益,acc,0,1
E01259,販売数量,nonfin,1,0
E01260,ESG,nonfin,1,0
E01260,ROA,ratio,0,1
E01260,利益率,ratio,0,1
E01260,経常利益,acc,0,1
E01260,脱炭素/温室効果ガス,nonfin,1,0
E01262,ESG外部評価,nonfin,0,1
E01262,PBR,stock,1,0
E01262,PER,stock,1,0
E01262,ROE,ratio,1,1
E01262,エンゲージメント,nonfin,1,0
E01262,キャッシュフロー,acc,1,0
E01262,サステナビリティ,nonfin,1,0
E01262,フリーキャッシュフロー,acc,1,0
E01262,再生可能エネルギー,nonfin,1,0
E01262,売上高,acc,1,0
E01262,経常利益,acc,1,0
E01262,脱炭素/温室効果ガス,nonfin,1,0
E01262,配当性向,stock,1,0
E01264,PBR,stock,1,0
E01264,ROE,ratio,1,1
E01264,TSR,stock,0,1
E01264,エンゲージメント,nonfin,0,1
E01264,サステナビリティ,nonfin,1,0
E01264,労働安全,nonfin,0,1
E01264,脱炭素/温室効果ガス,nonfin,1,0
E01264,非財務指標,nonfin,0,1
E01266,ESG,nonfin,1,0
E01266,PBR,stock,1,0
E01266,ROE,ratio,1,0
E01266,当期純利益,acc,1,1
E01266,脱炭素/温室効果ガス,nonfin,1,0
E01266,自己資本比率,ratio,1,0
E01266,配当性向,stock,1,0
E01267,ESG,nonfin,1,1
E01267,ROIC,ratio,0,1
E01267,TSR,stock,0,1
E01267,フリーキャッシュフロー,acc,1,0
E01267,営業利益率,ratio,1,1
E01267,売上高,acc,1,1
E01268,PBR,stock,1,0
E01268,PER,stock,1,0
E01268,ROE,ratio,1,1
E01268,キャッシュフロー,acc,1,0
E01268,サステナビリティ,nonfin,1,0
E01268,営業利益,acc,1,1
E01268,営業利益率,ratio,1,0
E01268,売上高,acc,1,0
E01268,脱炭素/温室効果ガス,nonfin,1,0
E01268,配当性向,stock,1,0
E01269,ROA,ratio,1,0
E01269,当期純利益,acc,0,1
E01269,経常利益率,ratio,1,0
E01269,脱炭素/温室効果ガス,nonfin,1,0
E01269,自己資本比率,ratio,1,0
E01275,ROS,ratio,1,0
E01275,売上高,acc,1,0
E01275,経常利益,acc,0,1
E01275,配当性向,stock,1,0
E01276,営業利益,acc,1,0
E01276,売上高,acc,1,0
E01276,当期純利益,acc,1,1
E01276,経常利益,acc,1,0
E01276,配当性向,stock,0,1
E01280,ESG,nonfin,1,0
E01280,ESG外部評価,nonfin,1,0
E01280,PBR,stock,1,0
E01280,ROA,ratio,1,0
E01280,ROE,ratio,1,0
E01280,ROS,ratio,1,0
E01280,SDGs,nonfin,1,0
E01280,エンゲージメント,nonfin,1,0
E01280,サステナビリティ,nonfin,1,0
E01280,売上高,acc,1,0
E01280,廃棄物削減,nonfin,1,0
E01280,経常利益,acc,1,1
E01280,経常利益率,ratio,1,0
E01280,脱炭素/温室効果ガス,nonfin,1,0
E01280,配当性向,stock,1,0
E01287,EBITDA,acc,1,0
E01287,ESG,nonfin,1,0
E01287,SDGs,nonfin,1,0
E01287,エンゲージメント,nonfin,1,0
E01287,利益率,ratio,1,0
E01287,営業利益,acc,1,0
E01287,営業利益率,ratio,1,0
E01287,売上高,acc,1,0
E01287,当期純利益,acc,0,1
E01287,経常利益,acc,1,1
E01287,経常利益率,ratio,1,0
E01287,脱炭素/温室効果ガス,nonfin,1,0
E01292,ROE,ratio,1,0
E01292,キャッシュフロー,acc,1,0
E01292,サステナビリティ,nonfin,1,0
E01292,経常利益,acc,1,0
E01292,経常利益率,ratio,0,1
E01292,脱炭素/温室効果ガス,nonfin,1,0
E01294,DOE,stock,1,0
E01294,ROE,ratio,1,0
E01294,サステナビリティ,nonfin,1,0
E01294,利益率,ratio,1,0
E01294,売上高,acc,1,0
E01294,女性管理職比率,nonfin,1,0
E01294,経常利益,acc,1,1
E01294,脱炭素/温室効果ガス,nonfin,1,0
E01294,非財務指標,nonfin,1,0
E01296,ROS,ratio,1,0
E01296,当期純利益,acc,0,1
E01296,経常利益率,ratio,1,0
E01296,自己資本比率,ratio,1,0
E01296,販売数量,nonfin,1,0
E01298,DOE,stock,1,0
E01298,ROE,ratio,1,0
E01298,サステナビリティ,nonfin,1,0
E01298,営業利益,acc,0,1
E01298,営業利益率,ratio,1,0
E01298,売上高,acc,1,0
E01298,当期純利益,acc,1,0
E01298,当期純利益率,ratio,1,0
E01298,経常利益,acc,1,0
E01303,PBR,stock,1,0
E01303,ROE,ratio,1,1
E01303,エンゲージメント,nonfin,1,0
E01303,キャッシュフロー,acc,1,0
E01303,営業利益率,ratio,1,1
E01303,売上高,acc,1,0
E01303,当期純利益,acc,0,1
E01303,脱炭素/温室効果ガス,nonfin,1,0
E01303,自己資本比率,ratio,1,0
E01303,配当性向,stock,1,0
E01315,ROE,ratio,1,0
E01315,エンゲージメント,nonfin,1,0
E01315,営業利益,acc,1,1
E01315,売上高,acc,1,0
E01315,経常利益,acc,0,1
E01317,ROIC,ratio,1,1
E01317,サステナビリティ,nonfin,1,0
E01317,事業利益,acc,1,1
E01317,事業利益率,ratio,1,1
E01317,利益率,ratio,1,0
E01317,営業利益,acc,0,1
E01317,売上収益,acc,1,1
E01317,当期純利益,acc,0,1
E01318,DOE,stock,1,0
E01318,PBR,stock,1,0
E01318,ROE,ratio,1,0
E01318,サステナビリティ,nonfin,1,0
E01318,経常利益,acc,1,1
E01318,配当性向,stock,1,0
E01320,サステナビリティ,nonfin,1,0
E01320,営業利益,acc,0,1
E01320,廃棄物削減,nonfin,1,0
E01320,当期純利益,acc,0,1
E01320,経常利益,acc,0,1
E01320,脱炭素/温室効果ガス,nonfin,1,0
E01325,SDGs,nonfin,1,0
E01325,売上高,acc,1,0
E01325,当期純利益,acc,0,1
E01325,経常利益率,ratio,1,0
E01325,限界利益,acc,1,0
E01330,EBITDA,acc,0,1
E01330,ROE,ratio,1,1
E01330,ROIC,ratio,1,1
E01330,TSR,stock,0,1
E01330,エンゲージメント,nonfin,1,0
E01330,サステナビリティ,nonfin,0,1
E01330,事業利益,acc,1,1
E01330,事業利益率,ratio,1,0
E01330,営業利益,acc,1,1
E01330,売上高,acc,1,0
E01330,当期純利益,acc,0,1
E01330,脱炭素/温室効果ガス,nonfin,1,0
E01332,ESG,nonfin,1,1
E01332,ESG外部評価,nonfin,1,0
E01332,EVA,acc,1,0
E01332,ROE,ratio,1,0
E01332,ROIC,ratio,1,0
E01332,SDGs,nonfin,1,0
E01332,エンゲージメント,nonfin,1,1
E01332,サステナビリティ,nonfin,1,1
E01332,フリーキャッシュフロー,acc,1,0
E01332,再生可能エネルギー,nonfin,1,0
E01332,営業利益,acc,1,1
E01332,営業利益率,ratio,1,0
E01332,売上高,acc,1,0
E01332,売上高比,ratio,1,0
E01332,当期純利益,acc,1,0
E01332,脱炭素/温室効果ガス,nonfin,1,1
E01332,自己資本比率,ratio,1,0
E01333,ROE,ratio,0,1
E01333,ROIC,ratio,1,1
E01333,サステナビリティ,nonfin,1,0
E01333,利益率,ratio,1,0
E01333,営業利益,acc,1,1
E01333,営業利益率,ratio,0,1
E01333,売上高,acc,1,1
E01333,当期純利益,acc,0,1
E01333,経常利益,acc,0,1
E01334,ROE,ratio,1,1
E01334,ROIC,ratio,1,1
E01334,利益率,ratio,0,1
E01334,営業利益,acc,1,1
E01334,営業利益率,ratio,0,1
E01334,売上高,acc,1,0
E01334,技術力強化,nonfin,1,0
E01334,自己資本比率,ratio,1,0
E01334,配当性向,stock,1,0
E01336,ESG,nonfin,0,1
E01336,ROIC,ratio,1,1
E01336,TSR,stock,1,0
E01336,エンゲージメント,nonfin,1,1
E01336,キャッシュフロー,acc,1,0
E01336,再生可能エネルギー,nonfin,0,1
E01336,労働安全,nonfin,0,1
E01336,営業利益,acc,1,1
E01336,営業利益率,ratio,1,0
E01336,脱炭素/温室効果ガス,nonfin,0,1
E01348,利益率,ratio,1,0
E01348,営業利益,acc,0,1
E01350,SDGs,nonfin,1,0
E01350,当期純利益,acc,0,1
E01351,EBITDA,acc,0,1
E01351,ESG,nonfin,1,0
E01351,ROE,ratio,0,1
E01351,売上高,acc,1,0
E01351,当期純利益,acc,0,1
E01351,経常利益,acc,0,1
E01351,経常利益率,ratio,1,1
E01353,DOE,stock,1,0
E01353,EBITDA,acc,1,1
E01353,ESG,nonfin,0,1
E01353,ROE,ratio,1,1
E01353,キャッシュフロー,acc,1,0
E01353,営業利益,acc,1,1
E01353,営業利益率,ratio,0,1
E01353,売上高,acc,1,1
E01353,売上高比,ratio,1,0
E01353,当期純利益,acc,1,0
E01353,経常利益,acc,1,0
E01355,EPS,acc,1,0
E01355,TSR,stock,0,1
E01355,営業利益,acc,1,1
E01355,売上高,acc,1,1
E01364,ESG,nonfin,1,0
E01364,ROE,ratio,1,0
E01364,エンゲージメント,nonfin,1,0
E01364,キャッシュフロー,acc,1,0
E01364,サステナビリティ,nonfin,1,0
E01364,事業利益,acc,1,0
E01364,利益率,ratio,1,0
E01364,営業利益,acc,1,0
E01364,営業利益率,ratio,1,0
E01364,売上高,acc,1,0
E01364,当期純利益,acc,0,1
E01364,経常利益,acc,1,0
E01364,経常利益率,ratio,1,0
E01367,ROE,ratio,1,0
E01367,ROIC,ratio,1,0
E01367,サステナビリティ,nonfin,1,0
E01367,利益率,ratio,1,0
E01367,営業利益,acc,1,0
E01367,売上高,acc,1,0
E01367,当期純利益,acc,1,0
E01367,経常利益,acc,1,1
E01367,自己資本比率,ratio,1,0
E01367,配当性向,stock,1,0
E01368,ROE,ratio,1,0
E01368,営業利益,acc,1,0
E01368,売上高,acc,1,0
E01368,当期純利益,acc,1,1
E01370,DOE,stock,1,0
E01370,ROE,ratio,1,0
E01370,営業利益,acc,1,1
E01370,売上高,acc,1,0
E01370,配当性向,stock,1,0
E01372,ROE,ratio,1,0
E01372,SDGs,nonfin,1,0
E01372,エンゲージメント,nonfin,1,0
E01372,営業利益,acc,1,1
E01372,営業利益率,ratio,1,0
E01372,売上高,acc,1,0
E01372,当期純利益,acc,0,1
E01372,時価総額,stock,1,0
E01372,脱炭素/温室効果ガス,nonfin,1,0
E01372,配当性向,stock,1,0
E01377,ESG,nonfin,1,0
E01377,ROE,ratio,1,0
E01377,エンゲージメント,nonfin,1,0
E01377,サステナビリティ,nonfin,1,0
E01377,利益率,ratio,1,0
E01377,営業利益,acc,0,1
E01377,営業利益率,ratio,1,0
E01377,脱炭素/温室効果ガス,nonfin,1,0
E01378,EBITDA,acc,1,0
E01378,EPS,acc,1,0
E01378,ROE,ratio,1,0
E01378,SDGs,nonfin,1,0
E01378,営業利益,acc,1,1
E01378,営業損益,acc,0,1
E01378,売上高,acc,1,0
E01378,当期純利益,acc,0,1
E01378,株主還元率,stock,1,0
E01379,ESG,nonfin,1,0
E01379,ROA,ratio,0,1
E01379,ROE,ratio,1,0
E01379,SDGs,nonfin,1,0
E01379,フリーキャッシュフロー,acc,1,0
E01379,利益率,ratio,0,1
E01379,営業利益,acc,0,1
E01379,売上高,acc,1,0
E01380,営業利益率,ratio,1,0
E01380,売上高,acc,1,0
E01380,当期純利益,acc,0,1
E01382,ESG,nonfin,1,0
E01382,ROE,ratio,1,1
E01382,ROIC,ratio,1,0
E01382,サステナビリティ,nonfin,1,1
E01382,営業利益,acc,0,1
E01382,営業利益率,ratio,1,1
E01382,売上高,acc,0,1
E01382,売上高成長率,acc,0,1
E01382,自己資本比率,ratio,1,0
E01385,ESG,nonfin,1,0
E01385,ROE,ratio,1,0
E01385,ROIC,ratio,1,0
E01385,サステナビリティ,nonfin,1,0
E01385,営業利益,acc,1,1
