firm,indicator,category,pol,pay
E00891,営業利益,acc,1,1
E00891,売上高,acc,1,1
E00892,EPS,acc,1,1
E00892,MSV,acc,1,1
E00892,PER,stock,1,1
E00892,ROIC,ratio,1,0
E00892,WACC,ratio,1,0
E00892,キャッシュフロー,acc,1,0
E00892,サステナビリティ,nonfin,1,1
E00892,リスクマネジメント,nonfin,0,1
E00892,利益率,ratio,1,0
E00892,売上収益,acc,1,1
E00893,EBITDA,acc,0,1
E00893,ROE,ratio,0,1
E00893,サステナビリティ,nonfin,1,0
E00893,営業利益,acc,0,1
E00895,利益率,ratio,1,0
E00895,営業利益,acc,1,0
E00895,営業利益率,ratio,1,0
E00895,売上高,acc,1,0
E00895,当期純利益,acc,1,0
E00895,経常利益,acc,1,1
E00895,経常利益率,ratio,1,0
E00896,サステナビリティ,nonfin,1,0
E00896,売上高,acc,1,1
E00896,経常利益,acc,1,1
E00896,経常利益率,ratio,1,1
E00896,脱炭素/温室効果ガス,nonfin,1,0
E00897,DOE,stock,1,0
E00897,EBITDA,acc,1,0
E00897,ESG,nonfin,0,1
E00897,ROE,ratio,1,0
E00897,サステナビリティ,nonfin,1,0
E00897,営業利益,acc,1,0
E00897,営業利益率,ratio,1,0
E00897,売上高,acc,1,1
E00897,当期純利益,acc,1,1
E00897,脱炭素/温室効果ガス,nonfin,1,1
E00898,PBR,stock,1,0
E00898,ROE,ratio,1,0
E00898,サステナビリティ,nonfin,1,0
E00898,営業利益,acc,1,0
E00898,営業利益率,ratio,1,0
E00898,売上高,acc,1,0
E00898,株主還元率,stock,1,0
E00898,経常利益,acc,1,1
E00898,経常利益率,ratio,1,0
E00898,配当性向,stock,1,0
E00899,ROE,ratio,1,0
E00899,営業利益,acc,1,0
E00899,営業利益率,ratio,1,0
E00899,売上高,acc,1,0
E00899,経常利益,acc,0,1
E00901,ROE,ratio,1,1
E00901,ROIC,ratio,1,1
E00901,TSR,stock,0,1
E00901,サステナビリティ,nonfin,1,0
E00901,営業利益,acc,1,1
E00901,売上高,acc,1,0
E00901,当期純利益,acc,0,1
E00901,脱炭素/温室効果ガス,nonfin,1,0
E00903,ESG,nonfin,1,0
E00903,ROE,ratio,1,1
E00903,ROIC,ratio,1,0
E00903,エンゲージメント,nonfin,1,0
E00903,キャッシュフロー,acc,1,0
E00903,サステナビリティ,nonfin,1,0
E00903,営業利益,acc,1,1
E00903,売上高,acc,1,1
E00904,DOE,stock,1,0
E00904,PBR,stock,0,1
E00904,ROE,ratio,1,1
E00904,エンゲージメント,nonfin,1,0
E00904,キャッシュコンバージョンサイクル,ratio,1,0
E00904,サステナビリティ,nonfin,1,0
E00904,利益率,ratio,1,0
E00904,労働安全,nonfin,1,0
E00904,営業利益,acc,1,1
E00904,売上高,acc,1,0
E00904,売上高比,ratio,1,0
E00904,当期純利益,acc,1,0
E00904,脱炭素/温室効果ガス,nonfin,1,0
E00904,自己資本比率,ratio,1,0
E00904,配当性向,stock,1,0
E00905,ESG,nonfin,1,1
E00905,ROE,ratio,1,1
E00905,SDGs,nonfin,1,0
E00905,TSR,stock,0,1
E00905,サステナビリティ,nonfin,1,1
E00905,利益率,ratio,0,1
E00905,営業利益,acc,1,0
E00905,売上高,acc,1,0
E00905,当期純利益,acc,1,0
E00905,株主還元率,stock,1,0
E00905,経常利益,acc,1,0
E00905,脱炭素/温室効果ガス,nonfin,0,1
E00905,非財務指標,nonfin,0,1
E00912,ROE,ratio,1,0
E00912,SDGs,nonfin,1,0
E00912,営業利益,acc,1,1
E00912,売上高,acc,1,0
E00912,当期純利益,acc,0,1
E00912,自己資本比率,ratio,1,0
E00913,DOE,stock,1,0
E00913,ROE,ratio,1,0
E00913,SDGs,nonfin,1,0
E00913,営業利益,acc,1,0
E00913,売上高,acc,1,0
E00913,当期純利益,acc,0,1
E00913,当期純利益率,ratio,0,1
E00915,EBITDA,acc,1,1
E00915,ESG,nonfin,1,0
E00915,ROE,ratio,1,1
E00915,SDGs,nonfin,1,0
E00915,サステナビリティ,nonfin,1,0
E00915,廃棄物削減,nonfin,1,0
E00915,当期純利益,acc,0,1
E00915,非財務指標,nonfin,0,1
E00916,PBR,stock,1,0
E00916,ROE,ratio,1,0
E00916,営業利益率,ratio,1,1
E00916,売上高,acc,1,1
E00917,キャッシュフロー,acc,1,0
E00917,売上高,acc,1,1
E00917,経常利益,acc,1,1
E00917,経常利益率,ratio,1,0
E00919,EBITDA,acc,1,0
E00919,ROE,ratio,1,0
E00919,TSR,stock,1,1
E00919,コア営業利益,acc,1,1
E00919,フリーキャッシュフロー,acc,1,0
E00919,売上収益,acc,1,1
E00919,売上高,acc,1,0
E00919,当期純利益,acc,1,0
E00920,EPS,acc,0,1
E00920,TSR,stock,0,1
E00920,エンゲージメント,nonfin,0,1
E00920,コア営業利益,acc,1,0
E00920,コア営業利益率,ratio,1,1
E00920,サステナビリティ,nonfin,0,1
E00920,売上収益,acc,1,1
E00920,時価総額,stock,0,1
E00920,株価成長率,stock,0,1
E00920,研究開発業績,nonfin,0,1
E00920,脱炭素/温室効果ガス,nonfin,0,1
E00922,キャッシュフロー,acc,0,1
E00922,コア営業利益,acc,1,1
E00922,サステナビリティ,nonfin,1,0
E00922,営業損益,acc,1,0
E00922,売上収益,acc,1,0
E00922,当期純利益,acc,1,0
E00922,研究開発業績,nonfin,0,1
E00923,DOE,stock,1,0
E00923,EBITDA,acc,1,1
E00923,EPS,acc,1,0
E00923,ESG,nonfin,0,1
E00923,ROE,ratio,1,1
E00923,TSR,stock,0,1
E00923,コア営業利益,acc,1,0
E00923,サステナビリティ,nonfin,1,0
E00923,営業利益,acc,1,1
E00923,売上収益,acc,1,1
E00923,売上高,acc,1,1
E00923,当期純利益,acc,0,1
E00926,キャッシュフロー,acc,1,0
E00926,営業利益,acc,0,1
E00928,ESG,nonfin,1,0
E00928,PBR,stock,1,0
E00928,ROE,ratio,1,0
E00928,サステナビリティ,nonfin,1,0
E00928,当期純利益,acc,0,1
E00928,配当性向,stock,1,0
E00931,EPS,acc,1,0
E00931,ROE,ratio,1,0
E00931,ROIC,ratio,1,0
E00931,サステナビリティ,nonfin,1,0
E00931,営業利益,acc,1,1
E00931,売上収益,acc,1,0
E00932,ESG,nonfin,1,1
E00932,ROE,ratio,1,0
E00932,ROIC,ratio,1,0
E00932,SDGs,nonfin,1,0
E00932,TSR,stock,0,1
E00932,コア営業利益,acc,0,1
E00932,サステナビリティ,nonfin,1,0
E00932,売上収益,acc,0,1
E00932,環境指標,nonfin,0,1
E00932,研究開発業績,nonfin,0,1
E00932,脱炭素/温室効果ガス,nonfin,1,0
E00935,ROE,ratio,1,1
E00935,TSR,stock,0,1
E00935,エンゲージメント,nonfin,0,1
E00935,営業利益,acc,1,1
E00935,売上高,acc,1,1
E00935,当期純利益,acc,0,1
E00937,ROE,ratio,1,1
E00937,エンゲージメント,nonfin,0,1
E00937,キャッシュフロー,acc,1,0
E00937,サステナビリティ,nonfin,1,0
E00937,リスクマネジメント,nonfin,1,0
E00937,営業利益,acc,1,1
E00937,売上高,acc,1,1
E00937,売上高比,ratio,1,0
E00937,女性管理職比率,nonfin,0,1
E00937,脱炭素/温室効果ガス,nonfin,1,1
E00937,配当性向,stock,1,0
E00939,EBIT,acc,0,1
E00939,ESG,nonfin,0,1
E00939,PBR,stock,0,1
E00939,ROE,ratio,1,1
E00939,ROIC,ratio,1,0
E00939,コア営業利益,acc,1,0
E00939,サステナビリティ,nonfin,0,1
E00939,フリーキャッシュフロー,acc,1,0
E00939,営業利益,acc,1,1
E00939,売上収益,acc,0,1
E00939,売上高,acc,0,1
E00939,当期純利益,acc,0,1
E00939,株主還元率,stock,1,0
E00939,配当性向,stock,1,0
E00939,非財務指標,nonfin,0,1
E00942,EBITDA,acc,1,0
E00942,ESG,nonfin,1,1
E00942,ROA,ratio,1,0
E00942,SDGs,nonfin,1,0
E00942,サステナビリティ,nonfin,1,0
E00942,営業利益,acc,0,1
E00942,営業利益率,ratio,1,0
E00942,売上高,acc,1,0
E00942,当期純利益率,ratio,1,0
E00942,脱炭素/温室効果ガス,nonfin,0,1
E00947,EBITDA,acc,1,0
E00947,PBR,stock,1,0
E00947,ROE,ratio,1,0
E00947,サステナビリティ,nonfin,1,0
E00947,営業利益,acc,1,1
E00947,売上高,acc,1,0
E00947,当期純利益,acc,0,1
E00949,DJSI,nonfin,0,1
E00949,EBITDA,acc,1,0
E00949,EPS,acc,1,0
E00949,ESG,nonfin,0,1
E00949,ROE,ratio,1,1
E00949,TSR,stock,0,1
E00949,コア営業利益,acc,1,1
E00949,サステナビリティ,nonfin,1,0
E00949,売上収益,acc,1,1
E00949,配当性向,stock,1,0
E00952,EBITDA,acc,1,0
E00952,ROE,ratio,1,0
E00952,キャッシュフロー,acc,1,0
E00952,サステナビリティ,nonfin,1,0
E00952,営業利益,acc,1,1
E00952,売上高,acc,1,0
E00952,売上高比,ratio,1,0
E00952,当期純利益,acc,0,1
E00952,自己資本比率,ratio,1,0
E00952,配当性向,stock,1,0
E00953,PBR,stock,1,0
E00953,PER,stock,1,0
E00953,ROE,ratio,1,0
E00953,エンゲージメント,nonfin,1,0
E00953,サステナビリティ,nonfin,1,0
E00953,売上高,acc,1,0
E00953,当期純利益,acc,0,1
E00953,経常利益,acc,0,1
E00961,ROE,ratio,1,1
E00961,ROIC,ratio,1,0
E00961,サステナビリティ,nonfin,1,0
E00961,営業利益,acc,1,1
E00961,営業利益率,ratio,1,0
E00961,売上高,acc,1,1
E00961,売上高比,ratio,1,0
E00962,PBR,stock,1,0
E00962,ROE,ratio,1,0
E00962,サステナビリティ,nonfin,1,0
E00962,営業利益,acc,1,1
E00962,売上高,acc,1,0
E00967,DOE,stock,1,0
E00967,EBITDA,acc,1,0
E00967,ESG,nonfin,0,1
E00967,ESG外部評価,nonfin,0,1
E00967,ROE,ratio,1,0
E00967,ROIC,ratio,1,1
E00967,TSR,stock,0,1
E00967,エンゲージメント,nonfin,1,1
E00967,キャッシュコンバージョンサイクル,ratio,1,0
E00967,キャッシュフロー,acc,1,0
E00967,サステナビリティ,nonfin,0,1
E00967,利益率,ratio,1,0
E00967,営業利益,acc,1,1
E00967,売上高,acc,1,1
E00967,当期純利益,acc,1,1
E00967,時価総額,stock,0,1
E00967,経常利益,acc,1,0
E00967,脱炭素/温室効果ガス,nonfin,1,0
E00967,自己資本比率,ratio,1,0
E00970,EBITDA,acc,0,1
E00970,ESG,nonfin,1,0
E00970,ESG外部評価,nonfin,1,0
E00970,エンゲージメント,nonfin,1,0
E00970,サステナビリティ,nonfin,1,0
E00970,営業利益,acc,1,1
E00970,売上高,acc,1,0
E00970,定性評価,nonfin,0,1
E00974,サステナビリティ,nonfin,1,0
E00974,営業利益,acc,0,1
E00974,当期純利益,acc,0,1
E00984,DJSI,nonfin,0,1
E00984,DOE,stock,1,0
E00984,EPS,acc,1,0
E00984,ESG,nonfin,0,1
E00984,ESG外部評価,nonfin,0,1
E00984,ROE,ratio,0,1
E00984,TSR,stock,0,1
E00984,コア営業利益,acc,0,1
E00984,コア営業利益率,ratio,0,1
E00984,営業利益,acc,1,1
E00984,営業利益率,ratio,1,0
E00984,売上収益,acc,1,1
E00984,当期純利益,acc,0,1
E00984,時価総額,stock,0,1
E00984,研究開発業績,nonfin,0,1
E00984,研究開発進捗,nonfin,0,1
E00985,ESG,nonfin,0,1
E00985,ROE,ratio,1,0
E00985,TSR,stock,0,1
E00985,キャッシュフロー,acc,1,0
E00985,営業利益,acc,1,1
E00985,売上高,acc,1,1
E00985,非財務指標,nonfin,0,1
E00988,ESG,nonfin,1,1
E00988,ROE,ratio,1,0
E00988,ROIC,ratio,1,1
E00988,エンゲージメント,nonfin,0,1
E00988,キャッシュフロー,acc,1,0
E00988,営業利益,acc,1,1
E00988,売上高,acc,1,1
E00988,当期純利益,acc,1,0
E00988,脱炭素/温室効果ガス,nonfin,0,1
E00989,ROE,ratio,1,1
E00989,ROIC,ratio,1,1
E00989,TSR,stock,0,1
E00989,エンゲージメント,nonfin,0,1
E00989,キャッシュフロー,acc,1,0
E00989,フリーキャッシュフロー,acc,1,0
E00989,利益率,ratio,1,1
E00989,営業利益,acc,1,1
E00989,売上総利益,acc,1,0
E00989,売上総利益率,ratio,1,0
E00989,売上高,acc,1,0
E00989,当期純利益,acc,1,1
E00989,税引前利益,acc,1,0
E00989,脱炭素/温室効果ガス,nonfin,0,1
E00989,非財務指標,nonfin,0,1
E00991,EBITDA,acc,1,0
E00991,NOPAT,acc,1,1
E00991,ROIC,ratio,0,1
E00991,サステナビリティ,nonfin,1,1
E00991,事業利益,acc,1,1
E00991,売上総利益,acc,1,1
E00991,売上高,acc,1,0
E00991,当期純利益,acc,0,1
E00993,SDGs,nonfin,1,0
E00993,営業利益,acc,0,1
E00993,営業利益率,ratio,0,1
E00993,売上総利益,acc,1,0
E00993,売上高,acc,1,1
E00993,当期純利益,acc,0,1
E00995,ESG,nonfin,1,0
E00995,ROE,ratio,1,0
E00995,エンゲージメント,nonfin,1,0
E00995,利益率,ratio,0,1
E00995,営業利益,acc,1,0
E00995,売上高,acc,1,0
E00995,廃棄物削減,nonfin,1,0
E00995,脱炭素/温室効果ガス,nonfin,1,0
E01000,ROE,ratio,1,0
E01000,エンゲージメント,nonfin,0,1
E01000,営業利益,acc,1,1
E01000,営業利益率,ratio,0,1
E01000,売上高,acc,0,1
E01000,新製品比率,nonfin,1,1
E01000,株価成長率,stock,0,1
E01000,脱炭素/温室効果ガス,nonfin,0,1
E01002,EBITDA,acc,1,0
E01002,ESG,nonfin,0,1
E01002,ROE,ratio,1,1
E01002,ROIC,ratio,1,0
E01002,ROS,ratio,1,0
E01002,エンゲージメント,nonfin,1,0
E01002,キャッシュフロー,acc,1,0
E01002,フリーキャッシュフロー,acc,0,1
E01002,営業利益,acc,1,0
E01002,営業利益率,ratio,1,0
E01002,売上高,acc,1,0
E01002,経常利益,acc,0,1
E01002,脱炭素/温室効果ガス,nonfin,1,1
E01006,経常利益,acc,0,1
E01006,経常利益率,ratio,1,0
E01007,ROE,ratio,1,0
E01007,SDGs,nonfin,1,0
E01007,利益率,ratio,1,0
E01007,売上高,acc,1,0
E01007,当期純利益,acc,0,1
E01007,経常利益,acc,1,0
E01008,EBITDA,acc,1,1
E01008,ROE,ratio,1,0
E01008,キャッシュフロー,acc,1,0
E01008,サステナビリティ,nonfin,1,0
E01008,営業利益,acc,1,1
E01008,営業利益率,ratio,1,0
E01008,当期純利益,acc,0,1
E01008,株主還元率,stock,1,0
E01008,経常利益,acc,0,1
E01008,配当性向,stock,1,0
E01014,EBITDA,acc,1,0
E01014,SDGs,nonfin,1,0
E01014,売上高,acc,1,0
E01014,当期純利益,acc,0,1
E01014,経常利益,acc,1,0
E01014,経常利益率,ratio,1,0
E01014,脱炭素/温室効果ガス,nonfin,1,0
E01014,配当性向,stock,1,0
E01015,キャッシュフロー,acc,1,0
E01015,営業利益,acc,1,1
E01015,売上高,acc,1,0
E01015,当期純利益,acc,1,1
E01018,DOE,stock,1,0
E01018,ROE,ratio,1,1
E01018,TSR,stock,0,1
E01018,キャッシュフロー,acc,1,0
E01018,サステナビリティ,nonfin,1,1
E01018,営業利益,acc,1,1
E01018,売上高,acc,1,1
E01018,売上高比,ratio,0,1
E01018,脱炭素/温室効果ガス,nonfin,0,1
E01018,自己資本比率,ratio,1,0
E01019,EBITDA,acc,1,0
E01019,ROE,ratio,1,0
E01019,サステナビリティ,nonfin,1,0
E01019,営業利益,acc,1,1
E01019,営業利益率,ratio,1,0
E01019,売上高,acc,1,1
E01019,経常利益,acc,0,1
E01020,ESG,nonfin,1,0
E01020,ROE,ratio,1,0
E01020,営業利益,acc,1,1
E01020,営業利益率,ratio,1,0
E01020,売上高,acc,1,0
E01020,当期純利益,acc,0,1
E01020,脱炭素/温室効果ガス,nonfin,1,0
E01024,ROE,ratio,1,0
E01024,エンゲージメント,nonfin,1,0
E01024,利益率,ratio,1,0
E01024,営業利益,acc,1,0
E01024,売上高,acc,1,0
E01024,経常利益,acc,1,1
E01028,EBITDA,acc,1,1
E01028,ROE,ratio,1,1
E01028,キャッシュフロー,acc,1,0
E01028,サステナビリティ,nonfin,1,0
E01028,脱炭素/温室効果ガス,nonfin,1,0
E01034,営業利益率,ratio,1,0
E01034,売上高,acc,1,0
E01034,経常利益,acc,0,1
E01034,経常利益率,ratio,1,0
E01034,脱炭素/温室効果ガス,nonfin,1,0
E01035,SDGs,nonfin,1,0
E01035,キャッシュフロー,acc,1,0
E01035,営業利益,acc,0,1
E01035,売上高,acc,1,1
E01035,経常利益率,ratio,1,0
E01035,自己資本比率,ratio,1,0
E01039,サステナビリティ,nonfin,1,0
E01039,営業利益,acc,1,1
E01039,売上総利益,acc,1,0
E01039,売上高,acc,1,1
E01039,当期純利益,acc,1,1
E01039,経常利益,acc,1,0
E01040,ROE,ratio,1,0
E01040,SDGs,nonfin,1,0
E01040,サステナビリティ,nonfin,1,0
E01040,営業利益率,ratio,1,0
E01040,経常利益,acc,0,1
E01040,自己資本比率,ratio,1,0
E01045,ESG,nonfin,1,0
E01045,ROE,ratio,1,0
E01045,SDGs,nonfin,1,0
E01045,営業利益,acc,0,1
E01047,EBITDA,acc,1,1
E01047,EPS,acc,0,1
E01047,ESG,nonfin,0,1
E01047,ESG外部評価,nonfin,0,1
E01047,ROA,ratio,0,1
E01047,ROE,ratio,1,1
E01047,キャッシュフロー,acc,0,1
E01047,営業利益,acc,1,1
E01047,営業利益率,ratio,1,0
E01047,売上高,acc,1,1
E01047,定性評価,nonfin,0,1
E01047,脱炭素/温室効果ガス,nonfin,0,1
E01048,EBITDA,acc,1,0
E01048,PBR,stock,1,0
E01048,ROE,ratio,1,0
E01048,ROIC,ratio,1,0
E01048,エンゲージメント,nonfin,1,0
E01048,利益率,ratio,1,0
E01048,営業利益,acc,1,1
E01048,売上高,acc,1,0
E01048,当期純利益,acc,1,0
E01048,経常利益,acc,1,1
E01048,脱炭素/温室効果ガス,nonfin,1,0
E01048,自己資本比率,ratio,1,0
E01049,EBITDA,acc,1,0
E01049,ESG,nonfin,0,1
E01049,ROIC,ratio,1,1
E01049,エンゲージメント,nonfin,0,1
E01049,営業利益,acc,1,1
E01049,営業利益率,ratio,1,0
E01049,売上高,acc,1,1
E01049,脱炭素/温室効果ガス,nonfin,1,0
E01049,非財務目標,nonfin,1,0
E01051,営業利益,acc,1,0
E01051,営業利益率,ratio,1,0
E01051,売上高,acc,1,0
E01051,新規事業推進,nonfin,1,0
E01051,経常利益,acc,0,1
E01051,脱炭素/温室効果ガス,nonfin,1,0
E01054,DOE,stock,1,0
E01054,ESG,nonfin,1,0
E01054,ROE,ratio,1,1
E01054,SDGs,nonfin,1,0
E01054,営業利益,acc,1,1
E01054,営業利益率,ratio,1,1
E01054,売上高,acc,1,1
E01054,配当性向,stock,1,0
E01055,ROA,ratio,1,0
E01055,ROE,ratio,1,0
E01055,当期純利益率,ratio,1,0
E01055,経常利益,acc,0,1
E01056,ROE,ratio,1,0
E01056,ROIC,ratio,1,0
E01056,サステナビリティ,nonfin,1,1
E01056,営業利益,acc,1,1
E01056,売上高,acc,1,1
E01056,売上高比,ratio,1,0
E01056,当期純利益,acc,1,1
E01056,経常利益,acc,1,0
E01056,自己資本比率,ratio,1,0
E01058,利益率,ratio,1,0
E01058,営業利益,acc,0,1
E01058,売上高,acc,0,1
E01058,脱炭素/温室効果ガス,nonfin,1,0
E01059,ROE,ratio,1,1
E01059,売上高,acc,1,1
E01059,経常利益率,ratio,1,1
E01060,ROE,ratio,1,1
E01060,TSR,stock,0,1
E01060,サステナビリティ,nonfin,1,0
E01060,営業利益,acc,1,1
E01060,当期純利益,acc,1,0
E01060,非財務指標,nonfin,0,1
E01061,EBITDA,acc,1,1
E01061,ROE,ratio,1,0
E01061,サステナビリティ,nonfin,1,1
E01061,売上収益,acc,1,0
E01061,売上高,acc,0,1
E01065,サステナビリティ,nonfin,1,0
E01065,営業利益,acc,0,1
E01065,売上高,acc,0,1
E01065,脱炭素/温室効果ガス,nonfin,1,0
E01068,キャッシュフロー,acc,1,0
E01068,営業利益,acc,0,1
E01068,営業利益率,ratio,1,0
E01068,売上総利益率,ratio,1,0
E01068,経常利益率,ratio,1,0
E01074,ESG,nonfin,1,0
E01074,サステナビリティ,nonfin,1,0
E01074,当期純利益,acc,0,1
E01074,株主還元率,stock,1,0
E01074,脱炭素/温室効果ガス,nonfin,1,0
E01074,自己資本比率,ratio,1,0
E01077,EBITDA,acc,1,0
E01077,ESG,nonfin,1,0
E01077,ROE,ratio,1,0
E01077,SDGs,nonfin,1,0
E01077,営業利益,acc,1,1
E01077,売上高,acc,1,1
E01077,経常利益,acc,0,1
E01077,配当性向,stock,1,0
E01077,非財務指標,nonfin,0,1
E01077,非財務目標,nonfin,1,0
E01083,ROIC,ratio,1,0
E01083,サステナビリティ,nonfin,1,0
E01083,営業利益,acc,1,0
E01083,売上高,acc,1,0
E01083,当期純利益,acc,1,0
E01083,経常利益,acc,1,0
E01083,経常利益率,ratio,1,0
E01083,非財務指標,nonfin,0,1
E01084,ESG,nonfin,0,1
E01084,ROE,ratio,1,1
E01084,ROIC,ratio,1,1
E01084,エンゲージメント,nonfin,0,1
E01084,営業利益,acc,1,1
E01084,当期純利益,acc,1,1
E01084,株主還元率,stock,1,0
E01084,脱炭素/温室効果ガス,nonfin,0,1
E01084,非財務指標,nonfin,0,1
E01085,PER,stock,1,0
E01085,ROE,ratio,1,0
E01085,キャッシュフロー,acc,1,0
E01085,サステナビリティ,nonfin,1,0
E01085,事業利益,acc,1,1
E01085,事業利益率,ratio,1,0
E01085,売上収益,acc,1,1
E01085,株主還元率,stock,1,0
E01085,脱炭素/温室効果ガス,nonfin,1,0
E01085,自己資本比率,ratio,1,0
E01085,配当性向,stock,1,0
E01086,ESG,nonfin,0,1
E01086,ROE,ratio,0,1
E01086,ROIC,ratio,0,1
E01086,サステナビリティ,nonfin,1,1
E01086,営業利益,acc,1,1
E01086,営業利益率,ratio,1,1
E01086,売上収益,acc,1,0
E01086,売上高,acc,0,1
E01086,当期純利益,acc,1,0
E01086,時価総額,stock,0,1
E01086,脱炭素/温室効果ガス,nonfin,1,1
E01090,ROE,ratio,1,1
E01090,ROIC,ratio,0,1
E01090,TSR,stock,0,1
E01090,営業利益,acc,1,1
E01090,営業利益率,ratio,1,1
E01090,売上高,acc,0,1
E01090,配当性向,stock,1,0
E01090,重点商品販売比率,nonfin,0,1
E01092,ROE,ratio,1,1
E01092,コア営業利益,acc,1,1
E01092,売上収益,acc,1,1
E01092,当期純利益,acc,0,1
E01094,PBR,stock,1,0
E01094,ROE,ratio,1,0
E01094,サステナビリティ,nonfin,1,0
E01094,営業利益,acc,1,0
E01094,営業利益率,ratio,1,0
E01094,当期純利益,acc,0,1
E01094,自己資本比率,ratio,1,0
E01096,ROA,ratio,0,1
E01096,ROE,ratio,0,1
E01096,サステナビリティ,nonfin,1,0
E01096,経常利益率,ratio,0,1
E01098,DOE,stock,1,0
E01098,ESG,nonfin,1,0
E01098,ROE,ratio,1,1
E01098,SDGs,nonfin,1,0
E01098,営業利益,acc,1,1
E01098,売上高,acc,1,1
E01098,脱炭素/温室効果ガス,nonfin,1,0
E01100,ROE,ratio,1,0
E01100,サステナビリティ,nonfin,1,1
E01100,脱炭素/温室効果ガス,nonfin,1,0
E01103,経常利益,acc,0,1
E01103,経常利益率,ratio,1,0
E01103,脱炭素/温室効果ガス,nonfin,1,0
E01107,エンゲージメント,nonfin,1,0
E01107,キャッシュフロー,acc,1,0
E01107,当期純利益,acc,0,1
E01107,経常利益率,ratio,1,0
E01108,ESG,nonfin,0,1
E01108,ROE,ratio,1,0
E01108,ROIC,ratio,1,0
E01108,営業利益,acc,0,1
E01110,ESG,nonfin,0,1
E01110,ROE,ratio,0,1
E01110,サステナビリティ,nonfin,1,1
E01110,事業利益,acc,0,1
E01110,事業利益率,ratio,0,1
E01110,営業利益,acc,0,1
E01110,売上収益,acc,0,1
E01110,当期純利益,acc,0,1
E01111,ESG,nonfin,1,0
E01111,ROIC,ratio,1,0
E01111,SDGs,nonfin,1,0
E01111,TSR,stock,0,1
E01111,サステナビリティ,nonfin,1,0
E01111,営業利益,acc,1,1
E01111,営業利益率,ratio,1,1
E01111,売上高,acc,1,1
E01111,新製品比率,nonfin,1,0
E01112,DOE,stock,1,0
E01112,ESG,nonfin,1,0
E01112,PBR,stock,1,0
E01112,ROE,ratio,1,0
E01112,ROIC,ratio,1,0
E01112,営業利益,acc,0,1
E01112,自己資本比率,ratio,1,0
E01112,非財務目標,nonfin,1,0
E01113,ESG,nonfin,1,0
E01113,ESG外部評価,nonfin,1,0
E01113,サステナビリティ,nonfin,1,0
E01113,営業利益,acc,0,1
E01113,脱炭素/温室効果ガス,nonfin,1,0
E01114,ESG,nonfin,0,1
E01114,TSR,stock,0,1
E01114,サステナビリティ,nonfin,1,1
E01114,営業利益,acc,1,0
E01114,営業利益率,ratio,1,0
E01114,売上高,acc,1,0
E01114,当期純利益,acc,0,1
E01114,脱炭素/温室効果ガス,nonfin,1,0
E01115,営業利益,acc,0,1
E01115,営業利益率,ratio,1,0
E01115,売上高,acc,1,1
E01118,ROE,ratio,1,0
E01118,ROIC,ratio,1,0
E01118,キャッシュフロー,acc,1,0
E01118,サステナビリティ,nonfin,1,0
E01118,営業利益,acc,0,1
E01118,営業利益率,ratio,1,0
E01118,売上高,acc,1,0
E01120,ROE,ratio,1,0
E01120,サステナビリティ,nonfin,1,0
E01120,売上高,acc,0,1
E01120,当期純利益,acc,0,1
E01120,経常利益,acc,0,1
E01121,EBITDA,acc,0,1
E01121,EPS,acc,0,1
E01121,キャッシュフロー,acc,0,1
E01121,フリーキャッシュフロー,acc,0,1
E01121,利益率,ratio,1,0
E01121,営業利益,acc,0,1
E01121,売上高,acc,0,1
E01121,当期純利益,acc,0,1
E01121,自己資本比率,ratio,1,0
E01121,販売数量,nonfin,1,0
E01122,DOE,stock,1,0
E01122,EBITDA,acc,1,1
E01122,ROE,ratio,1,1
E01122,TSR,stock,0,1
E01122,エンゲージメント,nonfin,0,1
E01122,キャッシュフロー,acc,0,1
E01122,営業利益,acc,1,0
E01122,営業利益率,ratio,0,1
E01122,売上高,acc,1,1
E01122,脱炭素/温室効果ガス,nonfin,0,1
E01122,販売数量,nonfin,1,0
E01122,非財務指標,nonfin,0,1
E01124,DJSI,nonfin,0,1
E01124,EPS,acc,0,1
E01124,ESG,nonfin,1,1
E01124,ESG外部評価,nonfin,0,1
E01124,ROE,ratio,0,1
E01124,エンゲージメント,nonfin,0,1
E01124,サステナビリティ,nonfin,1,1
E01124,再生可能エネルギー,nonfin,1,1
E01124,売上収益,acc,0,1
E01124,女性管理職比率,nonfin,0,1
E01124,定性評価,nonfin,0,1
E01124,当期純利益,acc,0,1
E01124,脱炭素/温室効果ガス,nonfin,1,0
E01126,ROE,ratio,1,1
E01126,営業利益,acc,0,1
E01127,ROE,ratio,1,0
E01127,ROIC,ratio,1,1
E01127,エンゲージメント,nonfin,0,1
E01127,利益率,ratio,1,0
E01127,営業利益,acc,0,1
E01127,営業利益率,ratio,0,1
E01127,女性管理職比率,nonfin,0,1
E01127,脱炭素/温室効果ガス,nonfin,1,1
E01127,販売数量,nonfin,1,0
E01130,サステナビリティ,nonfin,1,1
E01130,当期純利益,acc,0,1
E01131,PBR,stock,1,0
E01131,ROE,ratio,1,0
E01131,キャッシュフロー,acc,1,0
E01131,サステナビリティ,nonfin,1,0
E01131,利益率,ratio,1,0
E01131,営業利益,acc,1,0
E01131,売上高,acc,1,0
E01131,当期純利益,acc,0,1
E01131,技術力強化,nonfin,1,0
E01131,経常利益,acc,1,1
E01131,経常利益率,ratio,1,0
